product_pk,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
24294,90ebb732ad20456afe8516eb5fbf75f6,moveis_decoracao,53,892,4,2750,35,35,11
1941,90ef6790cfc145cf45f9c476d1f47af0,papelaria,49,241,3,6100,60,20,29
26386,90f39a309a8c05fa7aa4ef02178059cb,papelaria,48,605,5,1000,40,35,28
8298,90f83991bae254d0fd02bdddaa20b340,moveis_decoracao,59,241,1,1400,40,10,34
1093,90f97298579cd20412fdcc9b7a2d4b6b,alimentos_bebidas,31,502,1,475,20,16,13
6838,91025258cde9e3ab5c55b59dbc77cde2,construcao_ferramentas_construcao,32,424,1,333,25,11,19
4167,9111d9c5a15a527389c6ba216623b7b4,informatica_acessorios,59,465,2,100,37,6,12
17713,912d1fc21117a94dc8a67186df6010a7,relogios_presentes,38,1069,1,458,18,12,15
26357,914bbf1d7b288975a3a7ad2d004f7c3d,brinquedos,20,406,1,1410,31,39,36
11482,914c9e9af640dd56f48764a225b00f89,moveis_escritorio,47,1047,1,7463,56,64,35
12137,916374202158056c771887d99dfef212,cama_mesa_banho,59,351,1,450,30,5,20
2352,9163c7e81fd68452472912c4cde810aa,instrumentos_musicais,59,153,2,300,16,5,20
29356,9174e9c6706591455d3422ce4f91a685,automotivo,48,539,1,800,20,20,11
8101,917f6830695aa0ef49bbba69315a4b5d,construcao_ferramentas_construcao,15,314,1,4050,19,19,19
18359,91846781ef75057e134949400768e272,esporte_lazer,59,1732,5,1550,40,20,20
4804,918d420adcb5ca26487f9fff29535fd6,utilidades_domesticas,55,726,1,4200,35,20,35
23240,91910bbde68f7027e850dcd82b25c5bb,perfumaria,48,214,1,650,25,35,30
18533,919b08607e72077425654ac5fc0b5528,moveis_decoracao,56,279,2,17250,55,30,55
26938,91b08d34d0ba4db44da2dc382867ba49,telefonia,47,137,2,100,16,4,11
31013,91d48f051858be85a524d623648cdf0d,utilidades_domesticas,36,336,1,950,22,2,20
26758,91e2aac5302f657c8fdf3040124d8809,papelaria,45,865,2,817,33,22,39
8345,91ebe9416c3c012500b800bd56e5f836,moveis_decoracao,50,1466,10,700,35,2,25
19998,922ec0e0e2ca6416b4671198410cbf50,malas_acessorios,60,472,4,20900,50,50,50
5233,924526b79ddb063f802d7a11720d7b5e,perfumaria,55,838,1,200,21,16,17
16312,926d11f0e2a1171fed968faf5caa8f92,ferramentas_jardim,29,799,1,1150,28,55,12
12872,928e52a9ad53a294fdcc91bcf59d1751,utilidades_domesticas,34,1031,6,1600,20,60,20
16444,9324d11d98d73e980e13fbd30569e9e4,pet_shop,55,1501,2,875,26,19,23
12193,93399fcfc1e2c0a01ea544754fddeed0,telefonia,63,249,6,200,19,3,11
17017,933de9d29576bc63831e54f7b5bacb8c,cama_mesa_banho,50,359,2,400,45,5,30
26041,933f4f76eae38d2a97ecfb7c6355f0bc,beleza_saude,58,998,3,633,32,17,16
32682,9343856b202bd10630a59b79d8f61cbc,esporte_lazer,44,578,3,200,20,10,20
9005,9348cf658c9f20576186a9f3b82c58c3,beleza_saude,46,407,3,1175,53,18,18
27625,9348fe8a0886b99d1c5d33c28fb0aa48,utilidades_domesticas,55,659,1,1150,30,30,30
7972,93582a7d8a16b7f7fb4992be2c91b659,esporte_lazer,39,767,2,500,25,4,22
19926,9361d7d8750b24496371f42a056065b5,bebes,41,600,2,3000,37,20,43
18811,9363662bd84410483083a4fe6f06242a,papelaria,31,56,1,500,16,16,16
4665,936a034fe3b07b7ae7c87fc8ceb0749d,relogios_presentes,58,1233,4,450,16,2,20
13409,938e036a795cdacb18ed3c5a598f6cf0,portateis_casa_forno_e_cafe,59,1584,5,4925,43,15,32
2772,93c902b021a9e594f658ab1b0351602a,eletronicos,60,390,7,1250,26,10,18
2982,941fede5c398c3c84cac6e6c832c2b11,utilidades_domesticas,52,230,3,3000,25,16,25
26102,943c812216923e4244e83099e0c62a08,beleza_saude,59,1912,4,1000,16,27,25
18131,94475071013412139f862c0bd7e3bb37,papelaria,46,708,3,317,22,14,22
14459,9451e630d725c4bb7a5a206b48b99486,bebes,52,300,1,350,31,10,12
28316,9453bde60c4ee52155c963641736cfc5,beleza_saude,44,1056,1,750,30,30,30
4062,9456c129f470955000d28c94f73340cd,esporte_lazer,60,794,1,400,27,9,14
17788,946b20e2799c73ad1f8f95440f723ce4,cama_mesa_banho,63,409,3,16800,45,15,35
18496,9483476ac5b7549f7df5ff12fb6fb5d9,esporte_lazer,52,183,2,300,20,14,20
21651,94976cc078d10e74c19c62f0b3b52432,cama_mesa_banho,48,262,1,6150,52,16,44
2919,94a75895c8f08d597e9a2d9447170fd4,papelaria,52,831,5,11500,40,40,40
17606,94c8e41ff4b54668bf9a765e5a7fc9ac,fashion_bolsas_e_acessorios,38,387,3,200,16,5,11
17133,94e6f132095f2a1ee6a6ba8330a9f9c0,telefonia,46,393,2,100,19,3,11
14157,94f49b07158ceba23362f72f24e04962,cool_stuff,56,934,1,2200,42,25,15
16554,94fb18015068e3550e6a8f0729558904,cama_mesa_banho,46,2323,1,1700,30,23,11
14160,94fb2ab4419d523ecce8e5d56676788d,consoles_games,43,1236,1,400,17,7,16
8290,951375c9c10ed889b35034522e5a334e,casa_construcao,36,344,1,750,40,17,15
4461,951cb45d30e716a846d8cf5874034e56,telefonia,57,524,1,150,18,3,12
17696,952670bc019a73f0933157ec82ff6e4f,cama_mesa_banho,46,162,5,3300,60,18,50
10872,95380c355d1a589a9f3e7bfe9e5920d3,cama_mesa_banho,57,663,1,4100,34,10,38
24354,9545d45c37449ccbc376de3a04c66e71,beleza_saude,39,1749,1,1350,27,9,18
21427,954ed36fcf28237749ef5616ab0eff87,fashion_bolsas_e_acessorios,59,439,1,150,16,2,11
23741,955129b53464486f9f93074c64b2bd88,informatica_acessorios,56,388,3,150,16,4,12
17079,955d159d5f3a5d16c3808fcb7705224f,bebes,25,148,1,50,16,14,14
18155,955e839e4a1e8af1dc811f11c4a5cdbc,moveis_decoracao,49,171,3,350,16,5,20
12971,9562542703cb9359fa625418f190b920,automotivo,49,455,1,100,16,10,15
3402,9565229244e9341fb8c8069879cf73cd,cama_mesa_banho,60,234,1,1700,34,7,32
16733,957e5bb30136d08f9e4f128d0fe9c393,beleza_saude,53,840,1,450,23,18,21
17497,95ddb6784d69952b116fd5bb2408b788,utilidades_domesticas,53,458,1,1600,34,27,23
10626,95e67a8fbaf668c2d060eb3938a0c999,telefonia,56,1736,1,450,16,16,16
29196,95ec3f7e237a87df9935a570ab6ef266,cama_mesa_banho,45,257,1,5326,71,16,50
1277,962a6951154f98f2c8e9a5b8b2bcf4a9,moveis_decoracao,47,610,1,2550,30,35,30
24780,963bc5def5962c07b9a36fa70d08c989,esporte_lazer,30,1764,1,150,16,17,22
14633,964093075b6885bfcc6520dd216e4d8f,utilidades_domesticas,46,157,4,250,24,5,11
9255,9653bfe8d97baee3031ad3d15b73584b,automotivo,57,773,1,1350,30,5,20
31770,9689d8153681f3d8bc3e88622c013b08,,,,,300,16,2,11
17960,968ada41fd04a1d3221d01f7598db4a2,esporte_lazer,47,235,2,1150,60,15,15
23261,96aca2f53bcaed6f466449f7fb18ae75,,,,,400,16,16,16
14783,96bdf83ce8bcf48510e8a8ab8b5fb660,fashion_bolsas_e_acessorios,42,139,4,50,18,18,12
2489,96d1c06692244e2fed6e1f9aa9552770,cama_mesa_banho,48,252,1,625,70,15,50
14172,96d6c71675adc35bcf32f970cdffe2d6,telefonia,32,366,3,167,18,4,11
2520,97017430754804328eb9597b7f85da03,telefonia,60,818,5,300,17,4,12
31293,97170c28efde1b426f1c52348fe1c086,relogios_presentes,59,471,5,200,16,2,20
24716,97373049bc86f3b3245c07a56795b2d7,informatica_acessorios,51,785,3,183,20,15,17
1023,9739d07ec835e1c66eedb9a6df402bd5,cool_stuff,44,354,5,900,43,21,26
28518,9749139e09929de55d37e68e64b89706,beleza_saude,53,994,1,650,16,7,13
14064,9766505cde62429c3629bb6411cd9dc4,ferramentas_jardim,45,356,1,900,24,13,18
23241,976738868bdcc86e959ba2a7b726d4d5,cama_mesa_banho,55,198,1,2700,35,20,30
7603,97759b2e2035fcd87986a43119b56c7d,casa_construcao,32,638,4,500,17,27,17
1608,978859c6048ded0fa8bf3b9ea8236387,utilidades_domesticas,59,299,1,350,33,4,20
6706,9794fba8c8aa64ab4fece2d3cbe731e9,moveis_decoracao,25,383,3,1350,35,24,25
10793,9798f14fd2be3c482aaff824a05ac605,utilidades_domesticas,59,284,3,3000,50,35,15
22676,97afd188bb555122d11925deb0052174,esporte_lazer,42,578,1,350,16,6,11
10067,97b3b8e8ed22d0ceb3b3c520e806a334,eletronicos,40,395,1,200,22,14,17
31392,97b91c8032defad1460e5225a0049161,moveis_decoracao,63,195,2,4000,100,7,65
11424,97bb088389e83ef547d4f736067ada7c,esporte_lazer,38,319,1,850,35,15,30
27564,97dd14dcd2c85f01c271127d6413f2d8,esporte_lazer,50,920,3,817,52,23,57
23727,97f1396a5a1f7c07ba51784efdec44b8,utilidades_domesticas,60,1632,8,1400,43,18,18
1520,980f472a1354c8366960f7c4528c470e,beleza_saude,42,639,1,350,19,12,13
7005,9820e04e332fc450d6fd975befc1bc28,,,,,10800,40,40,30
14540,9824c8a777b0a6ec687de43501ba3aba,eletroportateis,42,877,1,1850,16,33,38
31148,982d42e9ce06f5054407db7d1268029f,cama_mesa_banho,51,233,1,6738,48,32,52
25185,985c412b0ac92ed9d8a76bbeab6d44eb,moveis_decoracao,40,370,3,1800,34,6,28
813,98600823ba81f3ba76386dac7c31ee06,beleza_saude,47,1115,3,125,24,12,20
31064,98613092c09065649a714a888cfeb29a,cama_mesa_banho,50,559,1,650,16,10,16
14554,98a8c2fa16d7239c606640f5555768e4,ferramentas_jardim,39,500,1,8325,43,14,33
25733,98ba4d6506268560a9b0a03b6ae02636,malas_acessorios,54,812,5,2700,19,49,34
996,98bf9f3941be6afbca9ea37f8eb0c466,pet_shop,40,287,6,1400,20,16,22
3549,98c0c93d863d3da23549a04d45033e06,utilidades_domesticas,37,813,1,17950,56,28,56
8764,98e91d0f32954dcd8505875bb2b42cdb,climatizacao,26,1445,1,1132,33,39,20
32297,98f991fd34b7080dfef4fb7e7aabfd5a,eletronicos,28,383,3,5950,23,22,19
17641,99008b78e9206243c95a95cf02a71905,beleza_saude,32,1948,1,1467,33,21,21
21157,990ddab43ee46a1a76436796f92470d4,informatica_acessorios,42,226,1,573,35,13,11
29769,99444c1e11fc38755dae86f5c67d3d1a,cama_mesa_banho,40,162,1,900,33,9,38
12911,994ab76f0da3349fffcfe5d598e9babb,beleza_saude,51,2979,1,150,16,2,20
4371,995132c3d9a4d244fdc9fb4b3d5c8e82,brinquedos,35,400,3,750,34,23,30
967,995e25d9b46dee183004994645768d95,esporte_lazer,57,722,4,500,16,15,20
31565,996ae0a67e63b78b427a1f8d07543e86,cama_mesa_banho,56,155,2,1500,48,6,39
30350,996ccd494480f1ea4840f6099dba48dd,eletrodomesticos,59,141,1,250,34,13,12
16483,9981d5a8b44135a14dffa76e857d2d83,moveis_escritorio,64,1291,1,12500,57,54,21
16937,99a0e0cc451b1508edc91dd621c2f66a,automotivo,60,651,5,4400,78,4,47
9662,99a4788cb24856965c36a24e339b6058,cama_mesa_banho,54,245,1,1383,50,10,40
2193,99ad29366bb604be21e29faa41057d34,informatica_acessorios,57,151,2,800,42,8,31
741,99b4596b82b6f75d453160c9c75e01f4,artigos_de_festas,36,378,1,1550,23,17,18
4523,99b5d7eec773ceced9d287d753ca00e9,papelaria,46,484,3,1000,16,4,11
28701,99ba5fbf3ae895fe3a9289acd0a5eb91,telefonia,55,419,3,150,17,8,14
6702,99c97d191bcc87e072acc4521bce44d4,eletrodomesticos_2,33,111,1,7350,44,14,30
739,99d1f27bf9ea0392ab69d0203c6efdc4,perfumaria,60,1772,1,150,16,16,15
1527,99d649a55b3bbffa301adbe2e0661d41,telefonia,60,710,2,150,17,8,11
5906,99e28f7c171b6945dc991d1178ffedfe,utilidades_domesticas,35,1800,1,14000,44,33,36
24138,99e365fea0b15ee63272ff391fdde785,cama_mesa_banho,58,697,1,550,16,10,16
6262,99f265229d46f700208ad7cb1ff48aae,telefonia,60,755,6,350,17,4,12
21442,99f5b2240b82bf9387e5cf2fc0335b08,informatica_acessorios,53,422,1,160,19,11,14
7841,99f84efaad4ec3bc71502bb7e6d8f8e8,utilidades_domesticas,55,414,1,8250,28,60,28
17615,99fb0293e181af6a2b692fef4ddac420,esporte_lazer,59,2148,1,100,16,15,15
12751,9a2e821cfc513051382e27606ab3325c,papelaria,58,205,2,6000,60,20,29
20656,9a36241ab9d33e23d58b50eddb5097c9,moveis_decoracao,60,872,2,2500,28,20,25
28222,9a36ef546bfd8ad2c01c308dcfe4084f,beleza_saude,32,1033,1,150,16,2,11
28034,9a469eaf45dfbc43d39ba1977a3c07af,cama_mesa_banho,44,192,1,700,40,4,30
28452,9a4b403e612ff2c3b4867b318bb65d56,esporte_lazer,56,915,5,700,16,26,11
355,9a5a361f3cd6c280f6bf4ffb6207c51e,papelaria,41,552,2,200,23,7,15
15836,9a63d4ef456702710823c21b8cca0332,automotivo,58,567,1,200,16,6,11
28726,9a78fb9862b10749a117f7fc3c31f051,moveis_escritorio,45,527,1,9750,42,41,42
27174,9a7c0784b8058269d176b3089c946ed0,cama_mesa_banho,54,629,2,900,16,10,16
32949,9a7c6041fa9592d9d9ef6cfe62a71f8c,cama_mesa_banho,50,799,1,1400,27,7,27
28582,9a89064fd209d1c1661271942a65099f,cama_mesa_banho,55,387,1,2900,40,20,35
7712,9abb00920aae319ef9eba674b7d2e6ff,bebes,35,2395,1,350,19,14,12
7476,9ac3471b9357338ea8054108a00389e3,telefonia,31,324,1,150,17,17,17
2249,9ac3f8f66132539cb797c44296f1fa27,papelaria,59,248,7,2000,30,20,29
32755,9ac56c8e557ff9cf308163daeda7b26b,beleza_saude,53,3402,1,867,17,17,14
11799,9ad536de496ccba6e4a9ac7be933ad9d,beleza_saude,52,927,1,1200,22,13,22
26458,9ad75bd7267e5c724cb42c71ac56ca72,cama_mesa_banho,60,259,1,1225,35,15,38
19443,9adf1fe77e9fd5f8d3ade939b291029c,esporte_lazer,39,849,1,200,18,18,18
6012,9ae64e1163bf254bad20d5155cffb99d,papelaria,59,314,3,8000,30,55,35
22489,9af7b4a3262141c12ba9bd489a8573c7,market_place,37,1246,3,700,20,8,14
15042,9afaad66aca8b0c79e4f084a89c9c92b,telefonia,44,965,3,150,20,7,14
29817,9b0ad21bbd4384f9ebc28a688e1e81cd,eletronicos,58,116,1,150,20,12,16
19436,9b1954fdd0f9b4ef4ee2d267ac9de4bd,beleza_saude,33,964,3,100,19,11,11
14351,9b2db9ec16a8a51549f32462bf973523,brinquedos,56,809,1,3110,33,24,43
11893,9b37a918bcf2c8e1064e867cf1df4637,eletronicos,57,1710,6,1207,20,10,20
11658,9b5020f2bc3043b993be2559c465e380,cool_stuff,52,748,4,450,30,6,30
21243,9b53e2487de4651c1610938e71957638,utilidades_domesticas,56,235,3,367,24,24,24
12254,9b5db368c0daee4e693aa981f17d0010,moveis_decoracao,54,589,1,400,17,8,17
9571,9b968712a8768d8e23318f73476af1a3,bebes,51,524,1,850,23,14,28
5474,9bb2d066e4b33b624cbdfec7d50b3dcb,pet_shop,53,1494,2,900,26,19,23
15919,9bb8ca338e5588c361e34eae02e8fad6,beleza_saude,37,314,1,431,19,17,15
1188,9bda44a359c6f3c4a011c470eaa1708c,perfumaria,37,531,1,500,16,16,16
10128,9bfc55df037ce3ac01bfd84781adf7e5,audio,45,1654,3,530,19,14,15
8398,9c1f132d460c48b30f756f3585d4a894,esporte_lazer,49,222,1,975,19,20,15
13399,9c3225fb1d3bb4943cf7be6afa4b4246,industria_comercio_e_negocios,56,638,3,9225,61,61,30
22356,9c422a519119dcad7575db5af1ba540e,informatica_acessorios,56,1306,1,100,20,20,20
12583,9c60e93e03989cf6e4a7da214723920d,brinquedos,46,510,5,3675,37,30,18
23780,9c66292a0367d1a85842e4b302acca69,utilidades_domesticas,54,593,4,500,20,12,12
13441,9c7c72948a0e56fdaa07985b71dffe18,utilidades_domesticas,50,96,5,150,18,4,12
29902,9c8d6227bbe62913ca96217005540fda,esporte_lazer,35,274,2,500,25,20,20
26276,9ca3b0037aaf1552f3d9d29dc471e0d1,moveis_decoracao,40,284,3,9300,25,64,25
21784,9cb2acda8c8e56e0519fa6c974c1dc4b,bebes,46,924,1,650,36,15,25
2512,9cb42a0117f7a4098d69936a6e772481,telefonia,39,365,13,100,16,3,11
30658,9cc8a90a8f8b6a7b56a486b612b40efa,esporte_lazer,55,2835,1,1225,33,28,28
4376,9ccf11289147e5277b022439b4ea1f20,automotivo,59,983,5,600,20,20,20
11948,9ce6c37f9df63de67692c3f7d4d209f1,moveis_decoracao,53,194,11,1100,31,11,26
10950,9cf46f1d4af935182cc2fa4690a77a00,relogios_presentes,41,733,3,200,16,13,13
15862,9cfc534e612cd634ccf02aeb68583094,ferramentas_jardim,50,1194,4,1733,22,21,19
19279,9d123055622741ac77766a4dbfa4d1b9,beleza_saude,43,764,2,786,28,11,17
9885,9d2ff462feaaf88912539b8647e17ab4,informatica_acessorios,42,315,1,813,32,16,16
8593,9d32095f76b97762307e86cfc18dd7a0,cama_mesa_banho,38,213,2,400,25,9,19
989,9d358fd2a77935cffa32834b50cfb21e,cool_stuff,53,953,1,1200,42,25,15
17965,9d374944ce89ce9afd8c8f79fb7f3bc9,informatica_acessorios,60,337,3,400,16,4,16
1512,9d395a6bc9dbad2dfe60c8c92d8df397,moveis_decoracao,59,2001,3,850,69,11,11
16635,9d4907a98d11d8b3254b9997e36e2a32,esporte_lazer,29,405,1,200,16,16,16
2412,9d6580f17a0cba74324ce82874fbbe13,telefonia,57,1239,3,8100,25,25,25
14140,9d717f96236e39a3dbe6326b9d51d681,cama_mesa_banho,59,332,3,450,27,6,22
20895,9d838a7fbaba7fca5f1fad259984063a,informatica_acessorios,47,1076,1,117,16,16,11
2542,9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150,20,10,15
15847,9da950e8c8c482441f1b93955b21c827,cool_stuff,51,516,1,5200,37,20,34
29214,9ddd762ee8a13576a809dc66f22aa2b5,cama_mesa_banho,60,233,1,2600,41,8,36
15493,9df0e8a7eef2a38b74e6d5c0e224b11f,moveis_decoracao,31,635,1,28600,41,43,91
23966,9df634af5c467f3b07f3d92f7765aa64,brinquedos,45,965,2,850,16,32,16
11617,9e0873e9ac04b12f282b81af5daebd2e,ferramentas_jardim,25,432,1,2825,29,29,29
8651,9e10ae46a3021a02f1692448ef9fa1db,beleza_saude,45,2231,3,175,21,3,15
32216,9e10eb05d9f369d5c38c475425cc2ee9,telefonia,30,580,2,100,16,3,11
24090,9e15353890070a3993281d90741280a9,esporte_lazer,37,360,1,650,45,15,25
3095,9e261f5543c32312afa68843fabcc119,pet_shop,33,964,1,4600,46,27,28
21574,9e28a904bf99a4b3d1548580a906b3e7,automotivo,56,651,5,11200,78,4,47
6053,9e2d3a8d8ffad53e2e35282a2020221c,moveis_decoracao,50,531,4,1600,35,6,32
18022,9e4a852f41aff52bafff133d9deb5eee,papelaria,55,382,5,5700,38,30,28
7703,9e4cc01dcef75a47d9cd6c816d874cca,cama_mesa_banho,56,270,1,3675,46,12,43
3790,9e658d39c905e71cc35ec057b88b185b,esporte_lazer,27,716,6,675,41,21,21
3238,9e9289854d376ff8dc6d8200e4d1d754,ferramentas_jardim,60,208,4,1214,30,17,17
31478,9eacfe990da87a66d7fc95e4f97bad14,cama_mesa_banho,60,497,2,900,50,11,11
18697,9ecadb84c81da840dbf3564378b586e9,moveis_decoracao,41,789,1,950,20,35,20
15713,9ee8c8a931dd4d34148aa31f54ee93c1,perfumaria,56,571,4,1700,20,24,30
19355,9ef3514cbcbf73d8b7d294036f99737f,utilidades_domesticas,53,1708,3,1650,69,10,40
25102,9ef6c728ed471353c6f06bf8013882c5,fashion_bolsas_e_acessorios,46,118,3,1000,20,20,20
27221,9f1c3e71d56894398a42b050b07f1baa,cool_stuff,25,176,1,163,17,11,13
13057,9f2f03a7cc35b7c27e588388fa1e2252,perfumaria,50,543,2,467,22,14,17
2437,9f7b48e2d4e4d7375f71a10791faa1b8,cama_mesa_banho,42,507,4,2050,50,10,40
5825,9f81413382c6e7b2b2eaff6930f1fd98,alimentos,52,573,1,450,16,18,11
17622,9fbfc0d1a475bb65f9c0e39bb927a99a,utilidades_domesticas,38,772,1,4450,16,29,23
21567,9fc063fd34fed29ccc57b7f8e8d03388,beleza_saude,48,657,1,750,38,12,25
624,9ff668529410eefd5bca723acb4834c1,moveis_decoracao,59,439,1,1800,30,6,20
27254,9ffe607c48a0473e200e4035bf97de49,relogios_presentes,53,239,1,200,16,18,16
12560,a00cd7752fb98e0a8382def60ecc0b17,telefonia,51,597,2,200,18,4,16
26972,a01801e4d348c3375e43643085a6b576,eletrodomesticos,55,1855,1,350,16,20,11
31080,a01d1cbb398e386a4a8f8364401a7584,esporte_lazer,58,757,2,500,50,5,30
18699,a01df785213c3ea6d2a918f9095af482,moveis_decoracao,63,630,1,18600,56,48,38
15322,a02d0123079f4ae96001ba2010d1a2df,construcao_ferramentas_iluminacao,57,771,1,12000,45,35,45
2135,a04087ab6a96ffa041f8a2701a72b616,pcs,55,1105,1,13700,27,50,53
32576,a058bd781185e59b75160f5133afad9b,automotivo,56,1552,3,550,16,21,18
24534,a060f64556f311d428c3589617d2db14,cool_stuff,54,512,1,300,16,6,12
7763,a067f34727f55a883d84f5b3a5c72255,beleza_saude,53,2703,7,350,19,11,23
18430,a076986c6dbcb66fb479167aa5a1b68e,esporte_lazer,47,985,1,900,18,16,15
20529,a080d0af331e8a4152c49bfc8113dec9,esporte_lazer,52,396,3,450,30,30,30
3586,a0a6ba377d74146f38d2de3fca3817ae,utilidades_domesticas,56,684,1,9350,40,35,40
32947,a0b7d5a992ccda646f2d34e418fff5a0,moveis_decoracao,45,67,2,12300,40,40,40
18261,a0bcb790b8f1249bec0369de04a72d33,cama_mesa_banho,59,1271,1,450,42,10,29
16084,a0d20b18f2a06b34206ba5933b4ec05b,moveis_decoracao,48,3571,1,2600,17,17,60
8236,a0fe1efb855f3e786f0650268cd77f44,agro_industria_e_comercio,35,380,1,125,20,4,13
1450,a1013e8a0647368039fc1a2f7cd5e516,cool_stuff,41,1471,1,876,24,23,21
25646,a1250bbcaa645885c9165eab1573b5c6,fashion_bolsas_e_acessorios,59,179,6,200,16,2,20
17531,a129c8279ee7fa447a6e8726f619dac7,bebes,60,392,4,28750,40,62,22
32076,a13374144d7adf59d766eee43e93b849,malas_acessorios,38,905,3,700,42,8,33
31725,a140e83c184347be1aa71694fe525537,relogios_presentes,49,364,1,400,40,10,25
24632,a1692a17fad005e22bf5a54353439420,esporte_lazer,60,1341,6,3600,20,15,42
23159,a1804276d9941ac0733cfd409f5206eb,,,,,600,35,35,15
6966,a19b6951c75da43aad691622dd2f6abe,moveis_decoracao,44,789,1,650,20,35,20
11123,a1b5a3e2a2233424b6c4ce31f31aa8db,moveis_escritorio,41,1215,1,9675,42,47,33
29457,a1e903cd2d23763ef8b85ec12eb79d9c,esporte_lazer,55,369,2,200,16,13,12
9966,a1efabfd513c691eeb2650e5f04e5cb6,esporte_lazer,42,779,2,600,16,23,11
1149,a1fa8c0b1d3e019af17cb198cefa4691,eletrodomesticos,57,137,1,100,18,8,13
7660,a2105c8c0d5d99dbc5a2a9ad94321e5c,esporte_lazer,58,1274,2,4800,58,10,50
30475,a237de12bdf0bfe4fe220bae65a89731,moveis_decoracao,57,954,7,1250,60,12,12
14256,a2446206efccf04cc7fd1511be0ee157,perfumaria,52,535,1,500,20,12,15
32573,a291cc846d74d97f01611894f983073b,cool_stuff,58,478,1,600,22,6,22
12189,a298a105818dce6878b787e4af6cff7d,bebes,55,1158,2,400,30,10,30
19284,a2a91fe6d8762e0371abd964cef88ec6,utilidades_domesticas,27,49,3,300,25,10,23
3795,a2ff5a97bf95719e38ea2e3b4105bce8,eletroportateis,40,849,2,11800,40,43,36
30171,a30ea5a9dbd95db5a674c4beadb4fb0d,perfumaria,53,369,2,450,21,27,15
13277,a322cb898d31adbe4a4de692f4bc0276,esporte_lazer,50,623,1,1200,19,18,16
9603,a323784ac31c377c5ecaa26b8cb155db,informatica_acessorios,51,1211,2,200,16,16,11
4893,a334304f952399f2161225628a9d2891,beleza_saude,58,1692,4,300,18,10,14
3266,a339bbe3ca97f9ea3c3828f4e7de5309,beleza_saude,43,2356,1,725,20,16,19
3036,a35a59bff183b90417bbc511e1d82115,papelaria,36,293,3,500,16,11,11
10693,a35a9f46dcee0a67c8c7ad8493eb4135,informatica_acessorios,33,1084,2,200,41,2,29
21823,a35c14eaa384acf7aabbbec3bd76fae6,utilidades_domesticas,50,690,2,850,28,12,22
16009,a367f823feb49954fedb4f4a43ad9db2,relogios_presentes,60,502,6,300,16,2,20
12672,a37c4dc2fd88e896e19c74a6b60a0e84,casa_construcao,26,1069,1,450,16,11,14
19749,a38b238734207eeb0388676235cf56ec,relogios_presentes,60,416,2,3200,16,2,11
8128,a3b46e392953235f9337a0a56f933ffa,malas_acessorios,38,242,1,700,45,10,31
25302,a3b68fbd8f68d8fdff1dd36cf1336b6b,utilidades_domesticas,45,1760,7,2000,25,30,25
9074,a3ceb95649a48c0c54ae4bd1dd66d035,telefonia,56,279,2,170,23,5,16
28644,a3dae37f1227e4037d5e3be3f228bc84,informatica_acessorios,60,522,1,2700,38,38,38
11394,a412a4cce5810a2d4fc9ce36664a929b,automotivo,54,563,1,5000,61,34,36
25332,a41d9e51c365f6e2f5eb1f98fa4097eb,beleza_saude,47,405,2,150,20,20,20
28022,a42d9c825894f96fc6ed02610891454d,esporte_lazer,57,1176,1,2200,16,11,11
32644,a4385c12734e0937f4514a3cde277925,relogios_presentes,49,598,2,467,17,10,12
24036,a45af86c4a7948f5fabbb5b0132475cd,utilidades_domesticas,36,597,3,300,40,5,40
29343,a46875fb5b8d19ac3cff18deb9bae57e,informatica_acessorios,40,478,1,820,26,13,23
18970,a47295965bd091207681b541b26e40a5,telefonia,60,818,6,300,17,4,12
23519,a48a82499de633cdd782856d69789b62,pet_shop,31,555,1,5575,16,18,16
30816,a4bc259da0b7bb9a52d9dbcb9efd7fec,casa_construcao,39,867,7,450,16,20,16
1191,a4c27cf9767fe2b589251c764b891eda,perfumaria,58,1061,2,368,22,15,18
18645,a4d0871577d73bc394c482dd0998af7d,beleza_saude,60,466,1,800,18,16,16
21076,a4d8f727f92014da5dd64116af14634c,,,,,1200,30,12,12
30985,a4f54c9dd963683598b8de115aa031be,ferramentas_jardim,33,157,1,150,16,16,12
29654,a50acd33ba7a8da8e9db65094fa990a4,automotivo,53,555,1,4105,67,10,67
24437,a526c4bc0a48c0e4345f97af496d87cd,esporte_lazer,56,1125,1,200,23,11,15
6914,a5341e3f8155dbb3e62323d3ea289729,moveis_decoracao,50,422,7,2850,40,5,44
20668,a54244559e62c8ef2939e52189d65d4c,alimentos_bebidas,60,1088,8,1300,19,12,12
24028,a54ab3c55cdb34ad7006d087ff4b6a9c,bebes,20,348,1,300,30,6,20
12910,a565c2e7c2af3eaf353b14a2e82daa53,cama_mesa_banho,57,293,1,2150,40,10,30
31227,a5887cc02e8b2ee7e724408a38187ac9,utilidades_domesticas,36,120,1,250,25,7,11
5221,a59fb60fddcc72a9878b7ed5cb69d8e4,audio,48,424,1,200,27,5,20
13231,a5a0e71a81ae65aa335e71c06261e260,utilidades_domesticas,57,698,3,705,34,22,28
28288,a5ae8400fc9fcacd4af585a57bbf264a,pet_shop,57,747,2,1150,40,20,30
