pay_pk,order_id,payment_sequential,payment_type,payment_installments,payment_value
2388,7760dcb1588e8f0404d165bace2abe39,1,boleto,1,55.28
2389,7764b1137f1449a900532727d4a58763,1,credit_card,3,36.95
2390,7766424657aa0cfbf1703f9550144964,1,credit_card,2,65.17
2391,776a18d9c6d83661a0f788e219f4acba,1,boleto,1,195.92
2392,776e5572d4969b8fa5b72b0fde398f6f,1,credit_card,4,47.53
2393,777b4b0b8467866361a717d277ef1b1f,1,credit_card,3,94.52
2394,777ee9a9950b655601a65012d4e45584,1,credit_card,4,249.7
2395,778101005371670bde7d9138e9203140,1,credit_card,4,121.95
2396,77831afddf2a5ebdda899a6adc91f88f,1,credit_card,1,99.28
2397,7785b07bcf7b5bf8fbf50e491382d98e,1,credit_card,4,218.47
2398,779c166cb7fc9e9827102ea44e43b6c7,1,boleto,1,62.99
2399,77af7c6e42549e58f42977d5be538d0d,1,boleto,1,128.55
2400,77d685df1d92550ffac03ccc56a692e0,1,credit_card,4,237.26
2401,77d9489f6394fff407ce6a4ab64957be,1,credit_card,2,153.73
2402,77de2b6b4ddbe44561245ee168593b5e,1,credit_card,1,98.51
2403,77e1d11cc4954b7a395f9ecba7edd397,1,boleto,1,939.72
2404,77e9941864fc840be8e4b1ba5347c0f7,1,credit_card,1,103.27
2405,77fb4b8cc3c049b130b87530c7071abd,1,credit_card,1,832.99
2406,77fc7da5ef4df2c48276ae832072dcf1,1,credit_card,1,121.87
2407,77fff204e0af2e1abdaea52727cf9d15,1,credit_card,3,57.29
2408,780dfcd5aaf2662f3f6ce2201164394b,1,boleto,1,208.55
2409,780fe22baa36991bdbb1559f5b549596,1,credit_card,5,52.51
2410,7835af1856de332f2f3c9204b740a3a2,1,credit_card,2,64.09
2411,7838ed6306a99eba3bb421c33864ccb5,1,credit_card,2,104.2
2412,7842147864c0425541edd55923f3c0f1,1,credit_card,1,44.3
2413,7842147864c0425541edd55923f3c0f1,2,voucher,1,50
2414,784389cee609eccd4f055e1eb8544285,1,credit_card,5,61.4
2415,7845a2492ab1b4f2cf3d56c7b8da1446,1,debit_card,1,44.09
2416,784b0448b2075a95afcf2a55310b7238,1,boleto,1,26.29
2417,784dc805e40803fed828b9fbf45b4858,1,credit_card,1,72.77
2418,785c89d4e249aa8f0ec838dded807fd1,1,credit_card,3,65.43
2419,7876404b81dcee26d47be1c7131b16ec,1,credit_card,5,67.6
2420,7877dbdb45b5fe2dcaa08551f96048a3,1,credit_card,1,102.08
2421,7895cea737e28a81b243a183523ddfff,1,credit_card,1,78.19
2422,78a192ee84633d7c3a125c57c6e4d970,1,credit_card,1,47.06
2423,78a7adcd1aae3a0e7f0f3b40d27f0aa6,1,credit_card,3,106.85
2424,78ab727370e07aaf73b362897c8c6e3d,1,credit_card,3,157.75
2425,78b271a8afaace85021c40cf6adb61a2,1,credit_card,8,105.24
2426,78c82a5b34fde0f0dc8d9d0670b231d6,1,credit_card,6,111.08
2427,78d54cc2c9c87e4bc2a38d1443d81cbd,1,credit_card,2,56.07
2428,78d7bf360bb60d0dd4bd37663c126524,1,credit_card,5,188.89
2429,78dcdc9169e9c5bbd378416cecc317be,1,credit_card,5,246.49
2430,7902ef4dbb5973b8426b4c66f2488d3d,2,voucher,1,150
2431,7902ef4dbb5973b8426b4c66f2488d3d,1,credit_card,1,64.42
2432,790512cc033ced5f8fe1f9158eb8f2fe,1,credit_card,4,504.35
2433,79398f97f77a8ba43fdb4e00b1d44cc0,1,credit_card,1,42.01
2434,793b7a8a6150d038052487e8a2af52ec,1,credit_card,5,52
2435,7942099e2f484fd9f80b3bf901b706ea,1,boleto,1,31.43
2436,794f771a39b24c7c47aa9eb198f066ed,1,credit_card,2,36.75
2437,7954e34924fab98d2e26924451086ad6,1,credit_card,1,48.22
2438,7958d9e7f3083099780539e0054d0c54,1,boleto,1,48.08
2439,796843d5e414b6e4272228bae15d828b,1,credit_card,1,24.38
2440,7974289bffc998c320825e123de8ee7d,1,credit_card,1,256.56
2441,797b565b282c371004d602d05ae7d3b2,1,credit_card,2,190.43
2442,797fe018b83e5b8aaef674bad19874e9,1,credit_card,2,170
2443,79832b7cb59ac6f887088ffd686e1d5e,1,credit_card,1,79.56
2444,798b9fc552a89606eb4d38b1f8a4760e,1,credit_card,5,169.48
2445,79a07404beb09afb0d444bbe9dca4bae,1,credit_card,1,172.14
2446,79a7213058b523bb31b7c6c53add8159,1,credit_card,8,564.4
2447,79aa91e33030a170c2baf3c856d3bfdc,1,boleto,1,106.99
2448,79b01840e1837dee7c52f10d375f4edd,1,credit_card,2,113.31
2449,79bddd312603ec0241e3d42556c6bba4,1,credit_card,7,213.33
2450,79bdeae310789e415e342ede8f9ad5f5,1,credit_card,3,245.69
2451,79e49d0b633619b3e94c74b0d640e63d,1,credit_card,1,88.29
2452,79f92b33bbe0c43264104fc5ee0b10b2,1,boleto,1,36.98
2453,79f9a48657445e95909801ea6a7e44a3,1,boleto,1,39.22
2454,7a067b571c19eb71f647423ceba78fbe,1,credit_card,2,246.99
2455,7a0d4292964e6d5c0fe0fd4238ee6500,1,credit_card,2,115
2456,7a0eb0a897a19d67575a24798ba26fc5,1,credit_card,1,84.02
2457,7a10cbd9fd10b327d327b5efa5b57ad0,1,credit_card,1,35.13
2458,7a268da1c6173cf3d0847a89afdaf84e,1,credit_card,7,149.81
2459,7a4caa019e7bb13e8a2c00696be65ec5,1,boleto,1,22.13
2460,7a6f03d6c02a319e084dd0ca7bdb5d07,1,credit_card,4,55.24
2461,7a70b827ebc6ab85bd4e28739619bb2d,1,credit_card,10,650.13
2462,7a73dbb7b879e915cfd13e75852d910d,1,boleto,1,47.68
2463,7a9d100d2a88bd95c3f8acd4af29d3e8,1,credit_card,1,38.37
2464,7ab9c55c59eaeea579d047e2d8aaed81,1,boleto,1,22.46
2465,7ac1f3de2cdc809de6aa1e6719451f53,1,credit_card,2,39.75
2466,7ac6f4778cd283c6b76c66fe1e0d4431,1,credit_card,10,455.01
2467,7ad99dd647ac730449ac7193ca005527,1,credit_card,5,61.22
2468,7afbe6ef708d0ae150028f52512230ad,1,credit_card,1,55.6
2469,7afca88a125dd0c2b912bbf82c0496a4,1,credit_card,2,58.59
2470,7affac81820aaf2175139fb5e1f2b4c0,1,boleto,1,99.04
2471,7b08dd2c26ff1dadf52d5124cd43d01e,1,credit_card,1,89.88
2472,7b2e128ff26556462b7d217f1b67600b,1,credit_card,5,55.69
2473,7b2f3756c235e93b2ad6330c54805401,1,credit_card,1,82.32
2474,7b50d6c8484155685a9780c8a85a48fc,1,credit_card,4,87.71
2475,7b5128e25d9aecefbe3ed7b42f1daeb4,1,credit_card,2,51.84
2476,7b539e31732dcb7e50afa35e6042717b,1,credit_card,4,70.44
2477,7b54f413e57e620ba1cfca072be00075,1,credit_card,1,193.6
2478,7b58fca3faf09217a36d5febee5739a5,1,credit_card,3,76.76
2479,7b6a7a66fce3298e019fa8bd99a7d4ff,1,credit_card,5,91.66
2480,7bb63f3e1c995473fbe6450a65fd8cfe,1,credit_card,1,106.43
2481,7bcfe636f4605ba8f3e44cae6a4058a4,1,credit_card,3,66.01
2482,7be005575f2d7598f774514a9e575f27,1,credit_card,2,29.86
2483,7be3a5089c1dc43a6943bfb89a249b8c,1,credit_card,10,971.03
2484,7be4cf9e577bd6353f88c21ffdf87931,1,credit_card,1,210.55
2485,7c18eddfcd24680d80a502346221614e,1,credit_card,10,423.67
2486,7c1d20d6fe132456d237f95b26cd53a8,1,credit_card,2,93.57
2487,7c36932e3667e570c35752d13bbca443,1,boleto,1,379.11
2488,7c3e6d9d783f5fb5927a500abf1cfbaf,1,credit_card,1,61.27
2489,7c4300b4566920906b3107048eabfcd7,1,credit_card,4,163.98
2490,7c5cfb19cd59e93d54d251302ac8268c,1,credit_card,1,54.01
2491,7c749191ee3a17f34cbfcf6ddd2009ac,1,boleto,1,1234.62
2492,7c76185a8b81ba5e0cdcf1be2bcc1192,1,credit_card,5,243.01
2493,7c7dc1f3affc0d38b97ea22a8aeedb82,1,credit_card,3,68.35
2494,7c7e31f3d5eff7a33f2a59bc88d45442,1,boleto,1,67.5
2495,7c89d1b99dac4362bf2513afd0b14edd,1,boleto,1,132.92
2496,7ca00d9cf45a4e8501cdc625899d7633,1,credit_card,1,144.82
2497,7ca4e50d72a12009d398a335125b4871,1,credit_card,1,161.08
2498,7ca8750c7c9d32f8c383020f380ae5e2,1,credit_card,8,83.32
2499,7caa0a770f1010526a3e5f65757755f0,1,boleto,1,298.4
2500,7cb67275a494651008ed5b1f0353ddce,1,boleto,1,88.54
2501,7cb76df433b42580f7512fde60984ba5,1,credit_card,10,146.46
2502,7cd9ffeaee65a09e32ccf456b90784df,1,boleto,1,79.26
2503,7ce20b22753ccc86fdb3b6f7efefcc75,1,credit_card,1,78.68
2504,7cf158d0e4744ba4ce58e5a9be631f7e,1,credit_card,2,176.15
2505,7d000dae81f29889a65eb97b1a620949,1,credit_card,5,142.92
2506,7d07b6c1321e0ae86b7d6205e015f0a1,1,boleto,1,294.14
2507,7d0a48a75ea94fb27cbb514b6bd406b4,1,credit_card,1,78.58
2508,7d0c53f67b84e94a751d09f03fe58e99,1,credit_card,4,96.6
2509,7d1ac7d65c6b5d59a9ac241fa41da57d,1,credit_card,3,35.09
2510,7d219bd2feeb13ad311a00db33c06a3c,1,credit_card,1,105.37
2511,7d2286ec219f58023352077d938dee48,1,credit_card,1,143.94
2512,7d27be18a08a2dbe4ee2d12c2fc5a739,1,credit_card,1,48.19
2513,7d29c8dc7f0169a08554b4309f115a2d,1,credit_card,8,79.98
2514,7d3d0586319a920f50ceec0a5a9eaf55,1,credit_card,2,211.56
2515,7d4101163410b1380268da3933e691f1,1,credit_card,4,213.94
2516,7d5f037cd90e278069b2d0fd0d060543,1,boleto,1,37.13
2517,7d63cb1d349e7bd0ee1edcc61ea71077,1,credit_card,2,68.89
2518,7d7b903bbd7d3b762ad60115c30185f2,1,credit_card,4,123.38
2519,7d8f5bfd5aff648220374a2df62e84d5,1,credit_card,10,582.94
2520,7d923e68a94ad8d7a6f8e5041a147c17,1,credit_card,3,189.56
2521,7da78752e9ddd817f22933c2763db33c,1,boleto,1,87.96
2522,7db7b9cedc55070de0647ef4ca386efa,1,credit_card,8,130.26
2523,7dbad9087d339419eb06d86950842742,1,boleto,1,76.86
2524,7dc27189eb855013011423a5dcac71c3,1,credit_card,3,38.74
2525,7dc27189eb855013011423a5dcac71c3,2,credit_card,3,36.48
2526,7ddd225286ba5817d36116c8d2300407,1,credit_card,1,95.02
2527,7e05645577366863a93350aac5cc7de5,1,credit_card,6,148.76
2528,7e0710390947061c95e5a19aae5dd14a,1,boleto,1,101.14
2529,7e25a709518d3b5b51fab58d605ea0e8,1,credit_card,4,189.08
2530,7e33051b148132bd0c823915b8863e35,1,credit_card,5,179.99
2531,7e3e92dc3eaf5389f32da97228f7dd0e,1,credit_card,4,95.21
2532,7e3f9f89f31e57c84fe4ef9a5bb9bc1e,1,credit_card,2,224.94
2533,7e41633529000f80967da24083bb6c1c,1,credit_card,1,12.15
2534,7e41633529000f80967da24083bb6c1c,2,voucher,1,81.04
2535,7e994fde493b3bd44fa065bcf39fe904,1,credit_card,2,123.82
2536,7ea9168463dc969ab4c6df5cd497cec3,1,credit_card,1,82.27
2537,7ebe19943d85e81a7b0eb108681276b7,1,credit_card,8,211.94
2538,7ec6638456231f1eec19f7de8723f269,1,credit_card,2,143.06
2539,7ece3f32d060f91a98d50279ab15ebaf,1,credit_card,3,159.94
2540,7edf656fde82d2902cc1a19596cdf422,1,boleto,1,101.05
2541,7f0cd5312c451eb0b746d9e0617e57f9,1,credit_card,1,162.03
2542,7f2f81a366f89b37109845799fc5bbf3,1,credit_card,1,51.73
2543,7f54ad19b476573fb7bf3beb2faa6c55,1,boleto,1,133.64
2544,7f579e203c931f3e8410103359c6d523,1,credit_card,5,118.35
2545,7f63d30a32c2ef0e63febfbc91b9a132,1,credit_card,1,82.83
2546,7f6767778dfebc9eb3bb27b43584789a,1,credit_card,1,111.73
2547,7f6ad013a5d4f135c074e96bfa4de9a3,1,credit_card,10,255.84
2548,7f6f89d90e1cd5ffeede04c86b1d095c,1,credit_card,4,92.85
2549,7f78756aedc6c867e69e2dcfef932294,1,credit_card,3,293.36
2550,7f7b3e8f848e23fbcd3d2e096d12ef94,1,credit_card,7,73.49
2551,7f94f1618e029449c3041113289cc240,1,boleto,1,101.6
2552,7f97f025c45cac922275120fdee4e062,1,boleto,1,34.86
2553,7fa8751ea12ae88b7f25aecfa1f1e498,1,boleto,1,117.97
2554,7fb085d3a1c04cbdd118129ed37ee4e4,1,credit_card,5,145.62
2555,7fd4d653725c9338a9c3eae892dbf616,1,credit_card,1,63.37
2556,7ff3ca8faea7dab783c1b45a736fb744,1,credit_card,1,99.78
2557,7ff63764a6de6e9a5fde1c76cf5650a7,1,boleto,1,127.23
2558,8008c307d21d33e78369fd1ee6cb1284,1,credit_card,1,45.23
2559,800dec7675338cd2670326aceb153f09,1,boleto,1,167.8
2560,802ee584365ed44c00f4207fb17ae67b,1,credit_card,5,57.98
2561,803f15601207b09e8cf7c80a4fdb1e30,1,credit_card,10,389.99
2562,8040ee89b88d6ea587b51b55dbfb4dc5,1,credit_card,3,87.64
2563,80509330a373b52445d3c8622c3fb9b6,1,boleto,1,111.02
2564,8055e039e3e86f6328082ea948230520,1,boleto,1,102.49
2565,805bde3649dd9d348ea3b77004f1c6d5,1,boleto,1,27.39
2566,807451448a665b991d8608a4890e6059,1,credit_card,2,40.42
2567,807a4c5f5dab3090fbad1dd16140f706,1,credit_card,3,77.08
2568,807d1d7f9ef2a3649f918a57fe2e2141,1,credit_card,1,7.14
2569,807d1d7f9ef2a3649f918a57fe2e2141,2,voucher,1,93.68
2570,8092a1edb9b302ea942c2671edf4737c,1,boleto,1,72.06
2571,80967070f5cc6d8bbe062cda5b15d84d,1,credit_card,1,67.58
2572,80aa51679b1fef5a66ee92a688e44fa3,1,credit_card,4,140
2573,80b0f4fc350532f6e0ce9aa81ccde91c,1,credit_card,10,218.45
2574,80c7a16d8b2eed5720ce819c547229b9,1,credit_card,2,102.84
2575,80c7b4c9343d57c6f4e84201ba70063c,1,credit_card,8,568.05
2576,80d36d94a5ac668fd0479b5e848207c9,1,credit_card,5,319.99
2577,80d817467dc3d0a4bb5ab8986c962b1f,1,credit_card,1,132.88
2578,80dabd6ee5b0e0d7d5672d511ca8cc7e,1,credit_card,1,106.38
2579,8104760d9724e09916d654322f583de8,1,credit_card,7,77.72
2580,810c5451b24e7565d14608ed85dd3624,2,voucher,1,50
2581,810c5451b24e7565d14608ed85dd3624,1,credit_card,1,10.01
2582,81349623c14fed4e8943c5ad1f3ed4fe,1,credit_card,1,68.18
2583,813a1597ee0470b32160904f9f454ab6,1,boleto,1,134.83
2584,813bd43a2ed21157ce6f32346a63e01a,1,boleto,1,119.51
2585,813c55ce9b6baa8f879e064fbfbc9e07,1,credit_card,8,296.03
2586,813f8916cd12b887b0fa271f3263a4d3,1,credit_card,1,42.42
2587,8153b217909426be6b194646850bde63,1,boleto,1,68.57
2588,816d7f5c23756d3a5757a2b8364424c7,1,credit_card,4,52.36
2589,8176c11ca059602f1a7b1615f4cebbd6,1,credit_card,4,169.94
2590,8187896518689722d7c05bfbaeed0933,1,boleto,1,44
2591,818878a0bdfd8a8cf46e474a03fc5366,1,boleto,1,106.38
2592,818ea45f3cef61b3f0f71a0491c1b636,1,credit_card,5,50.49
2593,81b3ad9d86770e51048835a0f288b162,1,boleto,1,56.13
2594,81c0952b750d74fa259592bdb837e42d,1,credit_card,4,87.14
2595,81d5d6bcd0acfd69fbae85ff8620a6e2,1,credit_card,10,392.1
2596,81d8e5d965001789e9f871f474afaad5,1,credit_card,3,279.24
2597,81efa27a86ea057067f5160181f1be48,1,credit_card,1,66.67
2598,81f2ee7669eee05b13906d24d43ebc69,1,credit_card,6,133.75
2599,8220b318fccce9e7dfd00d9894b95189,1,boleto,1,450.99
2600,822f778d1cd09285df832ee2cf65b83c,1,credit_card,1,34.85
2601,823e8a998c065938c05f4302610c3a5d,1,debit_card,1,104.14
2602,82566a660a982b15fb86e904c8d32918,1,boleto,1,50.13
2603,8257dca57385bc7279dc06f140b55625,1,boleto,1,46.75
2604,825c221a4e981f278e9c5ec6ead83a3f,1,credit_card,4,87.44
2605,826b47e4cd7bba4e4c6fa5485f898b74,1,credit_card,10,364.18
2606,82728f6b511aa8dc053ba674db6f8b24,1,credit_card,3,95.3
2607,827d8ae687faef2e9c2bc79196b26f6e,1,boleto,1,92.9
2608,82919647c77d6bdf1f3edba9eab8e1fe,1,boleto,1,55
2609,82a35d13f3b95427d47aa11e4afde83b,1,credit_card,10,221.79
2610,82a6ea37c0c3ed2f6fe3a6029adbc589,1,credit_card,3,36.96
2611,82b0f8f974cc6e92e6bae6cd7714b712,1,boleto,1,70.89
2612,82b1c20e33da405ba22cded4ff91d160,1,credit_card,1,32.77
2613,82bce245b1c9148f8d19a55b9ff70644,1,boleto,1,267.8
2614,82daed31f80350ce51f518369a8d181c,1,credit_card,5,96.88
2615,82ddf38783ac58b33eb4a6e617f85a22,1,credit_card,2,72.05
2616,82fa967d1d3bc56f31565b771fe79181,1,credit_card,10,189.62
2617,83018ec114eee8641c97e08f7b4e926f,2,voucher,1,62.15
2618,83018ec114eee8641c97e08f7b4e926f,3,voucher,1,24.86
2619,83018ec114eee8641c97e08f7b4e926f,1,credit_card,1,5.96
2620,830f2dd158e996fbc6d363d90978d530,1,boleto,1,30.09
2621,830f6ac44e90f0d692444fc8f861fd1a,1,credit_card,2,130
2622,832e0a03685bfc20477ea18436e023a2,1,credit_card,4,112.43
2623,83475dcf3de69a4d4149eae61b9a94cf,1,credit_card,3,80.98
2624,834e9097bcd25d276e01695c82562ea7,1,credit_card,5,86.24
2625,8368e1a19aceeac973a9eff4ac3245cc,1,credit_card,1,77.57
2626,8373f5d7df6d9249999fd38f8513e6d7,1,debit_card,1,130.69
2627,83812118bb682267a9880ea1b261ac4b,1,credit_card,4,277.81
2628,83832d7a696d54e9e32347d7cc7df962,1,boleto,1,173.84
2629,83a9c18344682fcbc57696019ff1ff2a,1,credit_card,6,67.6
2630,83b5512cab9d85f6f644b4d28e423f06,1,credit_card,3,100.72
2631,83ca3ab77b87118d0a71a84ddfc9e31e,1,credit_card,1,55.18
2632,83d235ec5b7a9b0949ad507ccefc16c5,1,credit_card,10,113.25
2633,83d47a55a238c75386e31ef70f5d8b45,1,credit_card,2,63.73
2634,83df1c60b1394882b9a376fa1ddd152c,1,credit_card,6,65.01
2635,83ea47ad24b5fce57aa5ade0fd069c94,1,credit_card,5,58.14
2636,83f24bbc4f76a2730ba9c9cfa32e6d07,1,credit_card,3,231.45
2637,83f658745fc275530bdb3ce5f57c359f,1,credit_card,1,159.86
2638,84135f650b81a3dad8babdef22952b7f,1,credit_card,1,579.93
2639,842fbaff9da558be5528caf78d1e0969,1,credit_card,6,66.78
2640,84398110dbaecfbc9ef3dc592c6b189b,1,credit_card,1,58.62
2641,8447ff843b2616c50c0ced28ab1dae03,1,boleto,1,238.69
2642,844f01e04cbbf8ba9a2ada9f036eb8d2,1,credit_card,1,42.69
2643,845f40ca6f1b315562f20fd125f93330,1,credit_card,2,332.14
2644,8462b558a3e124a93d9f7f3873028799,1,credit_card,1,40.1
2645,846de1a3e7ca6bf29333e1db02040ab6,1,boleto,1,290.68
2646,84705956de681a2d1420bd90d7667472,1,credit_card,7,376.89
2647,84960d31af78367051a7134bf7b64f29,1,credit_card,4,90.18
2648,84a68a1498a47dba0c79396d53e46b9e,1,credit_card,1,47.53
2649,84b29272f58b0da99f8884fd87681725,1,credit_card,4,135.22
2650,84be8c486cc6c6bb5dd2a0a19effd9b5,1,credit_card,1,43.59
2651,84cb0c7a55c176d0a08ced1bfd5d0af5,1,boleto,1,122.57
2652,84cf671bc3869df812c782309ef46a8d,1,credit_card,1,38.14
2653,84d6d9710c8af32b5e88f2d1c14ab871,1,credit_card,5,61.7
2654,851edd7bad3021e86dd7fa72e9a5688a,1,debit_card,1,165.48
2655,853196751437213c99b38f619b15c7d5,1,credit_card,1,73.65
2656,85502150053b8714f53462c6376d8295,1,credit_card,1,113.11
2657,8551e4893fc1357dda960b1a7202b53d,1,credit_card,2,114.47
2658,8553cd91f67faa93fd2aa45148bcc3c8,1,credit_card,1,37.59
2659,8560601765c3f16199ac6feb1a8d6e64,1,credit_card,5,57.6
2660,8563039e855156e48fccee4d611a3196,1,credit_card,4,106.95
2661,85662e028b929ea8a558c36157434119,1,boleto,1,61.69
2662,856b72c8788d5cae7d45d12d479f5ed2,1,credit_card,1,102.2
2663,85841af0d94e5d0cd3a9c0e42e565b74,1,credit_card,1,38.36
2664,858505c5992f35429d07aae37bad60a8,1,credit_card,4,44.41
2665,85953c01cb38fbb086291bd45ad6b18e,1,credit_card,2,89.27
2666,85bbb7b7b20d622bb504d5e2be1ce4ca,1,credit_card,3,68.59
2667,85be7c94bcd3f908fc877157ee21f755,1,credit_card,1,72.75
2668,85ce859fd6dc634de8d2f1e290444043,1,credit_card,1,29.75
2669,85df002ba0e8668b282706e73132a0e5,1,boleto,1,58
2670,85fa27c13d9874c3c90074e4989854c9,1,credit_card,6,456.74
2671,860a775a4c01146f0dac9eebe2ac8461,1,credit_card,3,266.5
2672,8623ddd82259f932337ad9f727cd25b5,1,credit_card,1,61.42
2673,8624d8f9a994ef3cd1792ffe142b412d,1,credit_card,4,71.63
2674,862811aea831afcc63f6155283f1a922,1,credit_card,3,92.62
2675,862cca64868df4c3a3f0058a93aef465,1,boleto,1,148.85
2676,8647ff7e5f9536a33f5e6fd7f2c08d2a,1,boleto,1,145.57
2677,8650f273b9279f880588142245c2c398,1,credit_card,7,77.03
2678,86674ccaee19790309333210917b2c7d,1,credit_card,5,135.82
2679,8692f02bfa6e672dc1feec8381f8127e,1,credit_card,5,52.85
2680,86a864127a2656c4b4b742ae4a67bc1e,1,boleto,1,128.88
2681,86aac0e27cf2e46d9c9bc5cd1c5e9348,1,credit_card,2,144.4
2682,86b37610c0e86e94afe3d5ba4b73fa14,1,boleto,1,161.3
2683,86c0dd8bf457a10687920d54ee6fb12e,1,credit_card,3,60.5
2684,86cab3cb87a61fcf116c34a9231b1828,1,boleto,1,335.54
2685,86e574a0701d15590bf31783bc7de5dc,1,credit_card,1,112.46
2686,86e6162676905a8c6ad0bcbd7df8debe,1,credit_card,1,40.6
2687,86ebe0e8621ac6e5bb8ee0bfad457b5e,1,credit_card,4,45.45
2688,86f21bf63784876b9fd6d35f46581d72,1,credit_card,4,120.84
2689,86f3eab0f6458fbf53389a14fc8ce71a,1,credit_card,2,518.25
2690,86f408a9212aebbcddb41c1e8c65ebe0,1,credit_card,3,35.45
2691,86f93f534bde58b65acb4aa52a45c8eb,1,credit_card,3,148.49
2692,86fd04412b2f1ed2c2e1a4ac3e3eb7e8,1,credit_card,2,56.13
2693,8713b68a2b202b96d7de08d7e0b8f1a9,1,credit_card,1,48.69
2694,871eacc5e01425943ac0b26298b0b899,1,credit_card,10,162.44
2695,872b389aca385c49caa8cd43469f684f,1,debit_card,1,172.17
2696,8736140c61ea584cb4250074756d8f3b,1,credit_card,1,83.69
2697,87386e2485df1ab61a6d060a092e4d6f,1,credit_card,3,53.82
2698,8757dc05fefc469b988804e017319c10,1,credit_card,7,144.96
2699,876309add96f9d84db9b2379de836323,1,credit_card,1,29.22
2700,879195f2460f97ab2f3bf119f2e8638b,1,credit_card,1,39.75
2701,879f83e9f2c3777d90bed2b448e144f8,1,boleto,1,27.61
2702,87a330a52c9e677f1252f2f17e54cf65,1,boleto,1,56.69
2703,87aad20d78d6e8072e6c80fe93a0931e,1,credit_card,3,112.71
2704,87afd3fd1ec1b984a228c772b5dd2a4c,1,credit_card,8,96.43
2705,87b8f9f472fb04cdbf53fb55a3591b5f,1,credit_card,3,72.66
2706,87dbf189fd5e4ff0a6846675d7fe9d0e,1,credit_card,1,119.45
2707,880835c91a5227560bdb8d0f45c60579,1,boleto,1,96.98
2708,881e6608d8b7f15fc4133a04c4933e48,1,credit_card,3,249.68
2709,882106360eb7749193bf51b626d4d835,1,credit_card,6,300.77
2710,88223c3979b0dac8b52690966235efbd,1,boleto,1,91.82
2711,8828c448621cb6894c87c5c2be785309,1,credit_card,2,94.66
2712,882af1e2ad3e4b132d4b23c429843dc8,1,credit_card,5,1035.79
2713,8831eaa951f7563404fa3355d0a89f1e,1,boleto,1,195
2714,8835bc08d0bba62b3f65c7903126fa49,1,credit_card,1,78.51
2715,8846a9571a893b22eb57d4732b978bbb,1,credit_card,8,425.02
2716,884b1394fc8888e6a877df86eb19e74c,1,credit_card,2,55.04
2717,884cb4ce4a06390d35206de06f785d13,1,boleto,1,24.38
2718,884fc1672d7c26265ce8f3b2e2369b32,1,credit_card,10,108
2719,8861169e1fdf588ae812507b0cd3e2fb,1,credit_card,2,164.84
2720,886554d6a49f10154eb12b81a6c4ef4b,1,credit_card,4,117.46
2721,8882b69ff0006727224cd56da4932e89,1,credit_card,1,48.52
2722,8883ff5e64a8932fe566679fb325988a,1,credit_card,3,125.65
2723,88879beae0f0296595d49325ad667489,1,credit_card,4,50.01
2724,88a01a140aa9a9b29927d71752e9b7cd,1,credit_card,10,305.51
2725,88c236f7e3dd040afb885a0a214f9b0a,1,boleto,1,121.09
2726,88c588c116fd06fb8e48dd83af88ec4a,2,voucher,1,27.75
2727,88c588c116fd06fb8e48dd83af88ec4a,1,credit_card,1,1.74
2728,88fb1f364095174f013123c8a3781c31,1,credit_card,5,639.43
2729,89165e6d4c28047da0adf13ac8b3e1b3,1,credit_card,1,118.35
2730,89289862108c78037897ba5b75f5253f,1,credit_card,3,98.1
2731,8929dd94b6e68f8d1c3258d5fe4700e7,1,credit_card,6,65.05
2732,892b6462174cfb942fb8d9c8e0287c11,1,credit_card,1,910.1
2733,8935002f6aeb70c31fbf1a73f22b4f29,1,credit_card,3,38.1
2734,893898b048df9dfeafedf2c86eb5037c,1,credit_card,3,134.09
2735,8944f7ffacbf68290782beb6f6d21ece,1,credit_card,10,122.46
2736,89451210b2cc4272b890f6f79cd9f065,1,credit_card,2,146.66
2737,894edb990c70b85e810f6a5869ed3075,1,credit_card,1,60.42
2738,895e066de0072faddf0044db8e490353,1,credit_card,5,376.39
2739,8964e929ea610b2c2b98e3c4d1bb86d8,1,credit_card,2,154.14
2740,89748efed53e1564874c18426bd038c8,1,credit_card,2,66.29
2741,897da32e9712dafcf2fb6615aeb3318c,1,credit_card,1,48.98
2742,899f386e0652a9e159d00cbe97836be3,1,boleto,1,37.94
2743,89b1385eac49c53b0d3946b29ee312a9,1,credit_card,5,57.59
2744,89b5845c9341e01e139bfc80ad813feb,1,credit_card,3,88.62
2745,89bd46bd027ae866a59a72810b4adc95,1,boleto,1,139.81
2746,8a0b2bc5c7a1c524635f4de8bae9dffe,1,credit_card,10,1008.3
2747,8a12018fd6af932819b6e06b6e3eeba7,1,credit_card,2,24.68
2748,8a32a50c6b4576d818f3e7b9e077aac2,1,credit_card,3,85.33
2749,8a49984afb76dae66f3810e1b7093ec4,1,boleto,1,116.34
2750,8a6687e2edd62edc2b9c1de51234bd98,1,credit_card,2,196.92
2751,8a6bf1083cc2efc062e037e474622de6,1,credit_card,4,164.4
2752,8a7059f3a26aa6df1579a6c9ccbacc3e,1,credit_card,8,86.73
2753,8a9b30ac80da3860f049247b7464596f,1,credit_card,1,35.41
2754,8abc120199358d4e0a7d5902c0d62fd4,1,boleto,1,85.76
2755,8ac7bcd85522aa82e2d89d27ea9cb818,1,credit_card,2,40.23
2756,8ace197d57084cf99d770809ef26dab7,1,boleto,1,515.93
2757,8ad3f1d0f96992e43566c4c82c9f6c58,1,credit_card,1,93.59
